timepoint	strain	frequency	weighted_distance_to_present	weighted_distance_to_future	fitness	projected_frequency	y	future_timepoint	model	hemisphere	forecast_year
2013-02-01	A/Alberta/RV2960/2012_EPI_ISL_132701	0.011016	10.867163000000009	11.433716000000002	-0.014230667502087326	0.01086314442121651	10.853056523796093	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Argentina/1033/2012_EPI_ISL_131788	0.002182	9.181779999999995	9.421135999999995	0.04040566055492656	0.002221405561827084	9.171386144639222	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Argentina/40/2012_EPI_ISL_127845	8.7e-05	7.817538999999996	7.5459740000000055	-0.45741094125803855	6.624853457610969e-05	7.7855932293009715	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Argentina/41/2012_EPI_ISL_128220	8.7e-05	8.817186999999997	8.545955999999997	-0.339187143213351	7.09785151132351e-05	8.785309315240514	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Argentina/42/2012_EPI_ISL_128963	8.7e-05	9.774424999999999	9.485897	-0.29640047056035224	7.277235321830816e-05	9.744396070486582	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Argentina/48/2012_EPI_ISL_128964	9.2e-05	6.818767999999999	6.5459920000000045	-0.6757847951303335	6.167687451075745e-05	6.786576187901458	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Argentina/631/2012_EPI_ISL_130207	0.000971	9.181779999999995	9.421135999999995	-0.1031306362657088	0.000909136461796014	9.171386144639222	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Athens.GR/46/2013_EPI_ISL_134267	0.02281	5.886329000000001	4.870345000000005	-0.006852404806786068	0.022590513817821744	5.77104234707421	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Athens_GR/1/2013_EPI_ISL_134394	0.02106	5.115662999999997	3.872840999999999	0.019017816334347598	0.02117449747644064	4.997286411845179	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Ayutthaya/283/2012_EPI_ISL_132102	0.0026920000000000004	8.017489999999997	8.37694800000001	-0.21243038574836692	0.0023648035718421604	8.023998383574718	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Bangladesh/1007/2012_EPI_ISL_129632	0.000103	9.879386999999998	10.296468000000003	-0.6525761880126255	6.99924809059551e-05	9.869793143754368	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Bangladesh/1007/2012_EPI_ISL_129690	0.000103	7.980551999999996	8.462072000000003	-0.3516555668884951	8.342306664822073e-05	7.96878453399003	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Bangladesh/2021/2012_EPI_ISL_129633	0.000166	10.935213000000005	11.416421000000005	-0.027932291763742706	0.00016239347152052414	10.922408849124716	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Bangladesh/2021/2012_EPI_ISL_129692	0.000166	7.987984999999997	8.457169000000004	-0.10883314357862278	0.00015490779413538421	7.975623235086685	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Bangladesh/2021/2012_EPI_ISL_131353	0.000166	9.960682999999994	10.424705000000003	-0.027932291763742706	0.00016239347152052414	9.9458902883725	2013-09-01	ne_star-lbi	north	2013
