timepoint	strain	frequency	weighted_distance_to_present	weighted_distance_to_future	fitness	projected_frequency	y	future_timepoint	model	hemisphere	forecast_year
2013-02-01	A/Alberta/RV2960/2012_EPI_ISL_132701	0.011016	10.867163000000009	11.433716000000002	-0.025424146711484963	0.010715546586445137	10.792101675153354	2013-09-01	ep_x	north	2013
2013-02-01	A/Argentina/1033/2012_EPI_ISL_131788	0.002182	9.181779999999995	9.421135999999995	-0.46593488137178163	0.0016415225080167874	9.190257124931724	2013-09-01	ep_x	north	2013
2013-02-01	A/Argentina/40/2012_EPI_ISL_127845	8.7e-05	7.817538999999996	7.5459740000000055	-0.46593488137178163	6.545025581918447e-05	7.816546030020406	2013-09-01	ep_x	north	2013
2013-02-01	A/Argentina/41/2012_EPI_ISL_128220	8.7e-05	8.817186999999997	8.545955999999997	-0.46593488137178163	6.545025581918447e-05	8.816284228997125	2013-09-01	ep_x	north	2013
2013-02-01	A/Argentina/42/2012_EPI_ISL_128963	8.7e-05	9.774424999999999	9.485897	-0.46593488137178163	6.545025581918447e-05	9.774256362899505	2013-09-01	ep_x	north	2013
2013-02-01	A/Argentina/48/2012_EPI_ISL_128964	9.2e-05	6.818767999999999	6.5459920000000045	-0.46593488137178163	6.921176477431001e-05	6.817475266816783	2013-09-01	ep_x	north	2013
2013-02-01	A/Argentina/631/2012_EPI_ISL_130207	0.000971	9.181779999999995	9.421135999999995	-0.46593488137178163	0.0007304850390853807	9.190257124931724	2013-09-01	ep_x	north	2013
2013-02-01	A/Athens.GR/46/2013_EPI_ISL_134267	0.02281	5.886329000000001	4.870345000000005	0.00897019582402192	0.02263753298508198	5.808351414627466	2013-09-01	ep_x	north	2013
2013-02-01	A/Athens_GR/1/2013_EPI_ISL_134394	0.02106	5.115662999999997	3.872840999999999	0.00897019582402192	0.020900764781491735	5.077451277990452	2013-09-01	ep_x	north	2013
2013-02-01	A/Ayutthaya/283/2012_EPI_ISL_132102	0.0026920000000000004	8.017489999999997	8.37694800000001	-0.008351516386309247	0.002644786446985869	8.09121622822182	2013-09-01	ep_x	north	2013
2013-02-01	A/Bangladesh/1007/2012_EPI_ISL_129632	0.000103	9.879386999999998	10.296468000000003	0.8162652214220909	0.00016370423106606236	9.772254941690472	2013-09-01	ep_x	north	2013
2013-02-01	A/Bangladesh/1007/2012_EPI_ISL_129690	0.000103	7.980551999999996	8.462072000000003	-0.025424146711484963	0.00010019074967355201	7.904335260510463	2013-09-01	ep_x	north	2013
2013-02-01	A/Bangladesh/2021/2012_EPI_ISL_129633	0.000166	10.935213000000005	11.416421000000005	1.2242570834936741	0.00033472703658189886	10.84735231852521	2013-09-01	ep_x	north	2013
2013-02-01	A/Bangladesh/2021/2012_EPI_ISL_129692	0.000166	7.987984999999997	8.457169000000004	0.42019703014347426	0.00020940713101878135	7.905063743612112	2013-09-01	ep_x	north	2013
2013-02-01	A/Bangladesh/2021/2012_EPI_ISL_131353	0.000166	9.960682999999994	10.424705000000003	0.8392636447672431	0.00026739738294678615	9.879154169355411	2013-09-01	ep_x	north	2013
2013-02-01	A/Bangladesh/2021/2012_EPI_ISL_131790	0.000166	9.960090999999997	10.386318000000001	0.8141665040971408	0.0002635112018547418	9.874635834677598	2013-09-01	ep_x	north	2013
2013-02-01	A/Bangladesh/2249/2012_EPI_ISL_129627	0.000174	9.984906999999994	10.468948000000008	0.8415091282305116	0.00028065137867071824	9.90018772906474	2013-09-01	ep_x	north	2013
2013-02-01	A/Bangladesh/2249/2012_EPI_ISL_129693	0.000174	6.992747999999998	7.478602000000004	-0.025424146711484963	0.0001692542761475539	6.914907876823479	2013-09-01	ep_x	north	2013
2013-02-01	A/Bangladesh/3341/2012_EPI_ISL_124953	1e-05	10.867347000000004	11.368253000000006	0.8180909966020959	1.591055094806544e-05	10.75726872963331	2013-09-01	ep_x	north	2013
