timepoint	strain	frequency	weighted_distance_to_present	weighted_distance_to_future	fitness	projected_frequency	y	future_timepoint	model	hemisphere	forecast_year
2012-09-01	A/Alabama/01/2012_EPI_ISL_103724	2.2e-05	6.9733080000000065	9.208025999999997	3.5394332648317812	4.890257013978014e-05	3.6000570155253673	2013-02-01	ne_star-lbi	south	2013
2012-09-01	A/Argentina/40/2012_EPI_ISL_127845	0.032982	8.410496999999996	7.817538999999996	-2.6058809903569804	0.005664404969086876	9.090874803618826	2013-02-01	ne_star-lbi	south	2013
2012-09-01	A/Argentina/41/2012_EPI_ISL_128220	0.032982	9.344516000000008	8.817186999999997	-3.6054168101037805	0.0037349281983119495	10.083404947222196	2013-02-01	ne_star-lbi	south	2013
2012-09-01	A/Arizona/08/2012_EPI_ISL_121442	6.8e-05	8.880378000000002	11.182216999999994	3.946034853347477	0.00017905849399630063	5.479238928768894	2013-02-01	ne_star-lbi	south	2013
2012-09-01	A/BRISBANE/19/2012_EPI_ISL_122593	0.000464	9.748530000000006	12.175480000000004	1.0359305447788527	0.00036341517726216406	6.460384435610001	2013-02-01	ne_star-lbi	south	2013
2012-09-01	A/BRISBANE/3/2012_EPI_ISL_122592	4.7e-05	11.885874999999986	11.60092999999999	-1.3123812879045111	1.3836993661083483e-05	10.688457360581861	2013-02-01	ne_star-lbi	south	2013
2012-09-01	A/Bahrain/20/2012_EPI_ISL_122118	0.00025	8.695083	8.992739999999998	-1.2661352737582523	7.503301332001498e-05	9.31712598794837	2013-02-01	ne_star-lbi	south	2013
2012-09-01	A/Bangladesh/0002/2012_EPI_ISL_121447	0.002273	7.599212000000008	7.956220999999993	-1.5097084657789366	0.0006163618872077112	8.216064952774962	2013-02-01	ne_star-lbi	south	2013
2012-09-01	A/Bangladesh/1027/2012_EPI_ISL_124943	0.013427	10.270673000000006	10.863969000000003	-0.8034779265997846	0.0048866586934610805	10.982967475655157	2013-02-01	ne_star-lbi	south	2013
2012-09-01	A/Bangladesh/2014/2012_EPI_ISL_124952	0.012058	7.667211000000008	7.978492999999994	2.8586924617342997	0.020183669555805108	8.27347526780827	2013-02-01	ne_star-lbi	south	2013
